,Unnamed: 0,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Check,Month,Year,Day_Perc_Change,Trend,moving_21,std_dev,std_2,upper,lower
300,300,HEROMOTOCO,EQ,2018-07-25,3108.25,3147.05,3164.8,3061.65,3121.95,3110.05,3129.89,964916,3020081964.05,60185,378928,39.27,ok,7,2018,0.05791039974263335,Slight or No change,3425.428571428571,1.2727922097802107,2.5455844195604214,3426.7013636383513,3424.155779218791
301,301,HEROMOTOCO,EQ,2018-07-26,3110.05,3082.0,3189.95,3068.05,3145.05,3136.75,3121.37,1770364,5525961961.8,104039,531890,30.04,ok,7,2018,0.8585070979566289,Slight positive,3389.6892857142852,18.87975105792088,37.75950211584176,3408.569036772206,3370.8095346563646
302,302,HEROMOTOCO,EQ,2018-07-27,3136.75,3150.0,3238.4,3132.05,3203.0,3203.95,3197.77,820125,2622574580.7,69185,353404,43.09,ok,7,2018,2.1423447836136145,Positive,3360.5785714285707,47.51757569582501,95.03515139165002,3408.096147124396,3313.0609957327456
303,303,HEROMOTOCO,EQ,2018-07-30,3203.95,3223.0,3228.0,3175.0,3211.0,3209.95,3203.83,317977,1018744482.95,33311,149113,46.89,ok,7,2018,0.18726884002560065,Slight or No change,3333.896428571428,4.242640688058815,8.48528137611763,3338.1390692594864,3329.653787883369
304,304,HEROMOTOCO,EQ,2018-07-31,3209.95,3215.0,3302.0,3191.05,3292.8,3294.45,3268.14,753969,2464073468.25,45852,423538,56.17,ok,7,2018,2.6324397576286134,Positive,3316.599999999999,59.75052301032447,119.50104602064894,3376.3505230103233,3256.8494769896747
305,305,HEROMOTOCO,EQ,2018-08-01,3294.45,3296.0,3333.35,3257.15,3280.0,3280.4,3296.81,463790,1529026140.55,31290,150655,32.48,ok,8,2018,-0.4264748288788645,Slight or No change,3300.9964285714277,9.934850276010678,19.869700552021357,3310.9312788474385,3291.061578295417
307,307,HEROMOTOCO,EQ,2018-08-03,3263.7,3270.0,3282.45,3229.0,3245.0,3250.55,3257.78,311563,1015004912.4,32561,112467,36.1,ok,8,2018,-0.4029169347672723,Slight or No change,3274.7357142857136,9.298454172991539,18.596908345983078,3284.034168458705,3265.437260112722
308,308,HEROMOTOCO,EQ,2018-08-06,3250.55,3279.0,3309.0,3251.05,3304.0,3297.1,3285.56,338084,1110795742.6,36723,190588,56.37,ok,8,2018,1.4320653427881247,Positive,3261.057142857142,32.91582066433959,65.83164132867918,3293.9729635214817,3228.1413221928024
309,309,HEROMOTOCO,EQ,2018-08-07,3297.1,3304.0,3329.95,3268.05,3306.0,3297.75,3293.95,248243,817700116.2,20857,119685,48.21,ok,8,2018,0.019714294379902242,Slight or No change,3246.1714285714274,0.4596194150354984,0.9192388300709968,3246.631047986463,3245.711809156392
310,310,HEROMOTOCO,EQ,2018-08-08,3297.75,3298.0,3322.4,3287.05,3295.0,3299.05,3302.97,234708,775232958.35,32950,154733,65.93,ok,8,2018,0.03942081722387858,Slight or No change,3235.310714285714,0.9192388191667711,1.8384776383335422,3236.2299531048807,3234.391475466547
312,312,HEROMOTOCO,EQ,2018-08-10,3281.35,3299.9,3340.0,3262.35,3304.0,3319.4,3312.92,356538,1181183149.25,25288,163270,45.79,ok,8,2018,1.1595837079251048,Positive,3239.4785714285713,26.90541302427146,53.81082604854292,3266.383984452843,3212.5731584042996
313,313,HEROMOTOCO,EQ,2018-08-13,3319.4,3300.0,3347.0,3277.15,3310.0,3308.2,3321.8,293422,974688314.7,21263,136937,46.67,ok,8,2018,-0.3374103753690516,Slight or No change,3253.7607142857137,7.919595949696123,15.839191899392246,3261.6803102354097,3245.8411183360176
315,315,HEROMOTOCO,EQ,2018-08-16,3266.35,3262.0,3304.45,3235.1,3295.0,3282.65,3278.01,274268,899054148.05,20074,128102,46.71,ok,8,2018,0.4990279669968123,Slight or No change,3275.346428571428,11.525840533646306,23.051681067292613,3286.8722691050743,3263.820588037782
317,317,HEROMOTOCO,EQ,2018-08-20,3242.3,3266.6,3324.0,3250.35,3309.0,3304.0,3299.13,301515,994737327.65,32202,150056,49.77,ok,8,2018,1.9029701138080892,Positive,3284.8035714285716,43.6284883992909,87.2569767985818,3328.4320598278623,3241.175083029281
318,318,HEROMOTOCO,EQ,2018-08-21,3304.0,3310.0,3349.9,3297.05,3314.6,3316.75,3322.08,317643,1055235267.7,33716,157890,49.71,ok,8,2018,0.38589588377724304,Slight or No change,3286.3964285714287,9.015611460488786,18.031222920977573,3295.4120400319175,3277.38081711094
321,321,HEROMOTOCO,EQ,2018-08-27,3212.3,3230.0,3240.0,3210.1,3223.7,3223.75,3223.75,250565,807758326.45,21704,149472,59.65,ok,8,2018,0.35644242443109153,Slight or No change,3281.121428571429,8.096372645083353,16.192745290166705,3289.2178012165123,3273.025055926346
322,322,HEROMOTOCO,EQ,2018-08-28,3223.75,3228.0,3244.8,3188.7,3229.9,3232.75,3216.81,363420,1169052799.1,52052,181488,49.94,ok,8,2018,0.27917797595966576,Slight or No change,3276.5250000000005,6.3639610312994535,12.727922062598907,3282.8889610313,3270.161038968701
323,323,HEROMOTOCO,EQ,2018-08-29,3232.75,3216.0,3274.85,3201.0,3244.2,3246.1,3241.06,294701,955144631.8,23126,106061,35.99,ok,8,2018,0.412961101229592,Slight or No change,3272.8357142857144,9.439875529249257,18.879751058498513,3282.2755898149635,3263.3958387564653
325,325,HEROMOTOCO,EQ,2018-08-31,3223.7,3208.0,3260.0,3201.05,3259.3,3253.8,3244.8,401621,1303177936.05,37708,260971,64.98,ok,8,2018,0.9337097124422432,Slight positive,3265.4857142857145,21.283914113896724,42.56782822779345,3286.769628399611,3244.201800171818
326,326,HEROMOTOCO,EQ,2018-09-03,3253.8,3280.0,3295.75,3235.0,3236.65,3242.45,3261.1,292015,952291219.3,21825,182650,62.55,ok,9,2018,-0.3488229147458499,Slight or No change,3259.9892857142854,8.025661966940106,16.051323933880212,3268.0149476812257,3251.963623747345
329,329,HEROMOTOCO,EQ,2018-09-06,3145.4,3151.35,3180.0,3116.6,3152.0,3164.85,3153.57,303246,956307749.95,26942,144177,47.54,ok,9,2018,0.6183633242194952,Slight positive,3234.0750000000003,13.753226894406922,27.506453788813843,3247.828226894407,3220.3217731055934
330,330,HEROMOTOCO,EQ,2018-09-07,3164.85,3180.0,3345.0,3161.85,3339.0,3329.35,3264.04,666688,2176093751.45,47571,351056,52.66,ok,9,2018,5.197718691249187,Among top gainers,3240.292857142857,116.31906550521983,232.63813101043965,3356.611922648077,3123.973791637637
334,334,HEROMOTOCO,EQ,2018-09-14,3163.75,3187.0,3200.6,3151.15,3190.75,3186.65,3178.84,329042,1045971521.85,43615,172126,52.31,ok,9,2018,0.7238245752666961,Slight positive,3218.5142857142855,16.192745289443778,32.385490578887556,3234.7070310037293,3202.3215404248417
337,337,HEROMOTOCO,EQ,2018-09-19,3111.45,3130.0,3180.0,3102.05,3138.0,3153.95,3157.85,299509,945805359.6,22839,125116,41.77,ok,9,2018,1.3659226405695168,Positive,3196.4214285714284,30.052038200586328,60.104076401172655,3226.4734667720145,3166.369390370842
338,338,HEROMOTOCO,EQ,2018-09-21,3153.95,3169.85,3188.75,3020.0,3182.0,3175.2,3155.37,579823,1829553682.55,44791,371814,64.13,ok,9,2018,0.6737583030802741,Slight positive,3192.9571428571426,15.02601910051482,30.05203820102964,3207.9831619576576,3177.9311237566276
340,340,HEROMOTOCO,EQ,2018-09-25,3110.2,3121.95,3125.0,3082.0,3112.6,3112.6,3101.63,463611,1437951343.4,46999,272009,58.67,ok,9,2018,0.07716545559770527,Slight or No change,3173.4249999999993,1.6970562777422766,3.3941125554845533,3175.1220562777416,3171.727943722257
341,341,HEROMOTOCO,EQ,2018-09-26,3112.6,3140.0,3140.0,3086.7,3095.85,3100.05,3100.74,357504,1108528086.0,34282,215624,60.31,ok,9,2018,-0.4031998971920525,Slight or No change,3167.4178571428565,8.874190104448928,17.748380208897856,3176.2920472473056,3158.5436670384074
342,342,HEROMOTOCO,EQ,2018-09-27,3100.05,3114.0,3130.9,3075.0,3088.35,3088.1,3093.07,932370,2883883719.4,39854,652426,69.98,ok,9,2018,-0.3854776535862414,Slight or No change,3163.3249999999994,8.44992603577529,16.89985207155058,3171.7749260357746,3154.875073964224
344,344,HEROMOTOCO,EQ,2018-10-01,2933.25,2910.0,2985.7,2850.0,2965.5,2973.0,2903.2,663628,1926642821.7,50106,391459,58.99,ok,10,2018,1.3551521350038342,Positive,3121.3285714285707,28.107494552377727,56.21498910475545,3149.4360659809486,3093.221076876193
348,348,HEROMOTOCO,EQ,2018-10-08,2740.75,2725.0,2885.0,2710.05,2873.1,2873.05,2820.3,762339,2150025301.5,65590,314468,41.25,ok,10,2018,4.8271458542369805,Among top gainers,3012.607142857142,93.55022715105531,187.10045430211062,3106.1573700081976,2919.056915706087
349,349,HEROMOTOCO,EQ,2018-10-09,2873.05,2896.6,2931.9,2870.15,2886.55,2891.75,2897.0,699147,2025425663.4,60980,383324,54.83,ok,10,2018,0.6508762464976225,Slight positive,2995.739285714285,13.222896808676902,26.445793617353804,3008.962182522962,2982.516388905608
350,350,HEROMOTOCO,EQ,2018-10-10,2891.75,2918.0,2993.65,2907.9,2919.95,2920.1,2950.6,1165353,3438495672.05,58215,881948,75.68,ok,10,2018,0.9803752053255009,Slight positive,2982.071428571428,20.0464772469531,40.0929544939062,3002.117905818381,2962.024951324475
352,352,HEROMOTOCO,EQ,2018-10-12,2871.0,2892.5,2939.8,2875.0,2886.65,2893.95,2897.89,384692,1114795703.15,48451,199213,51.79,ok,10,2018,0.7993730407523492,Slight positive,2941.7714285714283,16.228100628630674,32.45620125726135,2957.999529200059,2925.5433279427975
353,353,HEROMOTOCO,EQ,2018-10-15,2893.95,2902.0,2914.5,2867.0,2881.3,2881.25,2880.97,209679,604078152.3,19500,75974,36.23,ok,10,2018,-0.4388465592010893,Slight or No change,2925.417857142857,8.980256121786352,17.960512243572705,2934.398113264643,2916.437601021071
354,354,HEROMOTOCO,EQ,2018-10-16,2881.25,2871.0,2911.3,2871.0,2894.0,2895.2,2892.78,609045,1761832055.35,32965,300064,49.27,ok,10,2018,0.4841648590021563,Slight or No change,2909.8892857142855,9.864139598204742,19.728279196409485,2919.7534253124904,2900.0251461160806
357,357,HEROMOTOCO,EQ,2018-10-22,2712.75,2750.0,2766.0,2691.45,2740.0,2731.8,2732.43,312603,854165533.85,27216,117277,37.52,ok,10,2018,0.7022394249377895,Slight positive,2847.796428571429,13.470384182186853,26.940768364373707,2861.266812753616,2834.326044389242
358,358,HEROMOTOCO,EQ,2018-10-23,2731.8,2717.0,2744.9,2694.0,2738.2,2724.25,2717.63,463980,1260926162.4,43791,316521,68.22,ok,10,2018,-0.2763745515777183,Slight or No change,2830.0285714285715,5.338656199420745,10.67731239884149,2835.367227627992,2824.6899152291508
360,360,HEROMOTOCO,EQ,2018-10-25,2701.65,2688.7,2715.0,2648.0,2698.35,2695.1,2682.78,700158,1878369108.35,61809,449775,64.24,ok,10,2018,-0.2424444321063146,Slight or No change,2810.0107142857146,4.631549418509807,9.263098837019614,2814.642263704224,2805.379164867205
361,361,HEROMOTOCO,EQ,2018-10-26,2695.1,2704.0,2757.0,2672.0,2710.0,2705.35,2712.97,657518,1783829113.65,35021,457728,69.61,ok,10,2018,0.3803198397090979,Slight or No change,2807.4821428571427,7.247844508270398,14.495689016540796,2814.729987365413,2800.2342983488725
362,362,HEROMOTOCO,EQ,2018-10-29,2705.35,2738.0,2769.0,2708.0,2745.0,2749.85,2741.29,453890,1244243492.0,34438,293416,64.64,ok,10,2018,1.644888831389646,Positive,2798.6821428571425,31.46625176304873,62.93250352609746,2830.148394620191,2767.215891094094
363,363,HEROMOTOCO,EQ,2018-10-30,2749.85,2759.0,2809.95,2735.0,2774.75,2773.9,2770.62,403508,1117966029.5,38944,202795,50.26,ok,10,2018,0.8745931596269019,Slight positive,2790.2642857142855,17.005918087975054,34.01183617595011,2807.2702038022608,2773.2583676263102
364,364,HEROMOTOCO,EQ,2018-10-31,2773.9,2784.5,2820.0,2712.85,2753.0,2762.35,2771.1,762180,2112079679.25,70489,427828,56.13,ok,10,2018,-0.4163812682504875,Slight or No change,2778.996428571428,8.167083323610774,16.334166647221547,2787.163511895039,2770.8293452478174
365,365,HEROMOTOCO,EQ,2018-11-01,2762.35,2778.0,2805.0,2749.0,2793.2,2792.25,2776.59,172451,478825681.55,20122,47825,27.73,ok,11,2018,1.0824117146632342,Positive,2773.371428571428,21.142492757823973,42.284985515647946,2794.5139213292523,2752.228935813604
366,366,HEROMOTOCO,EQ,2018-11-02,2792.25,2849.95,2939.85,2838.55,2897.0,2896.6,2909.25,548045,1594401410.6,38884,152879,27.9,ok,11,2018,3.737129555018348,Among top gainers,2773.5607142857143,73.78659261690666,147.57318523381332,2847.347306902621,2699.7741216688078
368,368,HEROMOTOCO,EQ,2018-11-06,2847.8,2864.0,2963.95,2827.8,2855.0,2856.05,2854.35,248605,709604852.4,21003,90277,36.31,ok,11,2018,0.2896973102043621,Slight or No change,2768.3750000000005,5.833630945921592,11.667261891843184,2774.208630945922,2762.541369054079
369,369,HEROMOTOCO,EQ,2018-11-07,2856.05,2897.0,2897.0,2850.0,2891.15,2888.55,2885.75,37641,108622385.5,3039,12297,32.67,ok,11,2018,1.137935260237044,Positive,2774.1607142857147,22.98097038884223,45.96194077768446,2797.141684674557,2751.1797438968724
370,370,HEROMOTOCO,EQ,2018-11-09,2888.55,2898.0,2965.5,2878.3,2959.9,2956.7,2942.37,275743,811338545.85,27295,75802,27.49,ok,11,2018,2.35931522736319,Positive,2791.5857142857144,48.18932713798767,96.37865427597534,2839.775041423702,2743.3963871477267
372,372,HEROMOTOCO,EQ,2018-11-13,2839.35,2828.0,2898.45,2808.0,2872.3,2879.7,2847.97,269648,767949604.5,18747,36518,13.54,ok,11,2018,1.4210998996249111,Positive,2810.371428571428,28.53175862110667,57.06351724221334,2838.903187192535,2781.8396699503214
374,374,HEROMOTOCO,EQ,2018-11-15,2847.55,2872.0,2934.9,2856.2,2919.7,2922.15,2912.96,341266,994093170.6,35366,116041,34.0,ok,11,2018,2.6197959649523206,Positive,2837.0107142857146,52.750165876635876,105.50033175327175,2889.7608801623505,2784.2605484090786
375,375,HEROMOTOCO,EQ,2018-11-16,2922.15,2930.0,2970.0,2925.25,2954.0,2961.9,2948.75,383335,1130357491.35,24338,213125,55.6,ok,11,2018,1.3602997792721006,Positive,2855.3357142857144,28.10749455237056,56.21498910474112,2883.443208838085,2827.228219733344
376,376,HEROMOTOCO,EQ,2018-11-19,2961.9,2973.3,2998.9,2963.1,2988.0,2980.65,2979.32,291764,869257413.45,22870,142403,48.81,ok,11,2018,0.6330396029575525,Slight positive,2871.821428571429,13.258252147660926,26.51650429532185,2885.07968071909,2858.563176423768
379,379,HEROMOTOCO,EQ,2018-11-22,2912.05,2901.0,2954.7,2872.15,2916.0,2917.75,2917.4,346980,1012277993.15,26882,142553,41.08,ok,11,2018,0.1957383973489435,Slight or No change,2904.778571428572,4.030508654267621,8.061017308535241,2908.8090800828395,2900.7480627743043
380,380,HEROMOTOCO,EQ,2018-11-26,2917.75,2918.0,3104.7,2912.25,3096.1,3076.0,3004.23,645146,1938169611.6,49378,259044,40.15,ok,11,2018,5.423699768657353,Among top gainers,2917.592857142858,111.89964812281833,223.79929624563667,3029.4925052656763,2805.69320902004
382,382,HEROMOTOCO,EQ,2018-11-28,2958.15,2973.0,3015.0,2970.0,3002.05,2999.15,2998.84,650210,1949877552.15,36179,315075,48.46,ok,11,2018,1.386001386001379,Positive,2935.696428571429,28.991378028837616,57.98275605767523,2964.6878066002664,2906.7050505425914
383,383,HEROMOTOCO,EQ,2018-11-29,2999.15,3025.95,3042.8,2996.65,3032.85,3016.8,3021.44,502846,1519318031.75,37253,275799,54.85,ok,11,2018,0.5885000750212699,Slight positive,2944.8571428571436,12.480434688358013,24.960869376716026,2957.3375775455015,2932.3767081687856
384,384,HEROMOTOCO,EQ,2018-11-30,3016.8,3025.0,3061.8,3020.0,3055.0,3055.2,3046.36,418913,1276160551.55,33985,186940,44.63,ok,11,2018,1.2728719172633074,Positive,2951.892857142858,27.152900397744943,54.30580079548989,2979.0457575406026,2924.739956745113
386,386,HEROMOTOCO,EQ,2018-12-04,3039.9,3040.0,3091.25,3035.0,3079.0,3069.15,3064.25,427274,1309272552.25,39797,186831,43.73,ok,12,2018,0.962202704036308,Slight positive,2979.750000000001,20.68287334993675,41.3657466998735,3000.432873349938,2959.067126650064
389,389,HEROMOTOCO,EQ,2018-12-07,3026.75,3060.0,3077.0,3025.1,3066.0,3066.8,3048.35,365305,1113576487.5,25841,244754,67.0,ok,12,2018,1.3232014537044812,Positive,3009.353571428572,28.31962658669212,56.63925317338424,3037.6731980152645,2981.03394484188
391,391,HEROMOTOCO,EQ,2018-12-11,3046.5,3010.0,3062.5,2982.0,3049.7,3038.8,3028.88,443657,1343782480.5,41102,216132,48.72,ok,12,2018,-0.2527490562940993,Slight or No change,3019.6785714285725,5.444722216032738,10.889444432065476,3025.1232936446054,3014.2338492125396
392,392,HEROMOTOCO,EQ,2018-12-12,3038.8,3055.0,3274.25,3040.6,3248.0,3258.65,3206.13,2188953,7018073273.35,103945,1024624,46.81,ok,12,2018,7.234763722522053,Bull run,3044.435714285715,155.4574258438862,310.9148516877724,3199.8931401296013,2888.978288441829
393,393,HEROMOTOCO,EQ,2018-12-13,3258.65,3230.0,3340.0,3210.05,3329.85,3318.25,3285.75,1278210,4199874863.75,83298,483681,37.84,ok,12,2018,1.82897825786752,Positive,3073.042857142858,42.14356415876974,84.28712831753948,3115.1864213016274,3030.8992929840883
394,394,HEROMOTOCO,EQ,2018-12-14,3318.25,3302.0,3350.8,3266.65,3315.0,3314.65,3308.3,920809,3046314402.1,88985,420177,45.63,ok,12,2018,-0.10849092141942407,Slight or No change,3090.0892857142867,2.545584413000343,5.091168826000686,3092.634870127287,3087.5437013012865
396,396,HEROMOTOCO,EQ,2018-12-18,3286.1,3275.05,3324.65,3240.0,3297.05,3298.05,3289.28,910514,2994935229.85,48863,543723,59.72,ok,12,2018,0.3636529624783336,Slight or No change,3134.864285714287,8.449926035431139,16.899852070862277,3143.3142117497177,3126.414359678856
397,397,HEROMOTOCO,EQ,2018-12-19,3298.05,3305.0,3330.1,3280.0,3302.2,3305.2,3307.82,947007,3132526357.45,40050,660511,69.75,ok,12,2018,0.2167947726686936,Slight or No change,3155.4642857142862,5.05581348588491,10.11162697176982,3160.520099200171,3150.4084722284015
398,398,HEROMOTOCO,EQ,2018-12-20,3305.2,3295.95,3380.0,3268.45,3372.3,3361.35,3322.89,388448,1290770181.4,26060,113731,29.28,ok,12,2018,1.6988381943604083,Positive,3177.3321428571435,39.70404576366766,79.40809152733532,3217.036188620811,3137.628097093476
401,401,HEROMOTOCO,EQ,2018-12-26,3168.4,3160.0,3212.0,3136.05,3184.15,3175.2,3178.16,506895,1610995034.2,32767,118403,23.36,ok,12,2018,0.2146193662416307,Slight or No change,3213.4892857142863,4.808326112787565,9.61665222557513,3218.297611827074,3208.6809596014987
403,403,HEROMOTOCO,EQ,2018-12-28,3128.8,3138.05,3160.0,3110.75,3123.45,3122.6,3131.77,260717,816506078.35,17581,58520,22.45,ok,12,2018,-0.19815903860905812,Slight or No change,3224.764285714286,4.384062044264835,8.76812408852967,3229.1483477585507,3220.380223670021
405,405,HEROMOTOCO,EQ,2019-01-01,3104.25,3089.0,3135.0,3073.3,3124.0,3127.6,3109.63,344239,1070456381.9,20359,28808,8.37,ok,1,2019,0.7521945719577872,Slight positive,3235.2321428571427,16.510943340952785,33.02188668190557,3251.7430861980956,3218.7211995161897
410,410,HEROMOTOCO,EQ,2019-01-08,2957.95,2974.0,2994.5,2930.25,2957.2,2970.3,2970.06,354130,1051786759.6,27588,99991,28.24,ok,1,2019,0.41751888977163976,Slight or No change,3128.203571428571,8.732768748304963,17.465537496609926,3136.936340176876,3119.4708026802664
415,415,HEROMOTOCO,EQ,2019-01-15,2867.0,2879.7,2918.35,2867.35,2900.0,2910.95,2891.49,371767,1074961688.55,35606,185367,49.86,ok,1,2019,1.5329612835716766,Positive,2999.621428571428,31.07734303335791,62.15468606671582,3030.698771604786,2968.5440855380702
417,417,HEROMOTOCO,EQ,2019-01-17,2879.85,2878.5,2936.9,2864.0,2903.65,2903.6,2903.25,515341,1496161741.9,43756,181442,35.21,ok,1,2019,0.8246957306804248,Slight positive,2966.196428571428,16.79378605356602,33.58757210713204,2982.990214624994,2949.4026425178618
418,418,HEROMOTOCO,EQ,2019-01-18,2903.6,2916.4,2929.95,2863.0,2894.95,2898.75,2901.2,389524,1130087369.2,37512,161282,41.4,ok,1,2019,-0.16703402672544332,Slight or No change,2951.5178571428564,3.4294678906143403,6.858935781228681,2954.947325033471,2948.088389252242
420,420,HEROMOTOCO,EQ,2019-01-22,2794.25,2795.0,2835.0,2742.5,2832.0,2824.9,2784.22,842837,2346647208.75,61631,327266,38.83,ok,1,2019,1.0968954102174244,Positive,2911.8749999999995,21.672822843702566,43.34564568740513,2933.5478228437023,2890.202177156297
422,422,HEROMOTOCO,EQ,2019-01-24,2795.95,2795.0,2828.0,2780.05,2798.0,2790.2,2798.93,240737,673806479.1,20053,62206,25.84,ok,1,2019,-0.20565460755735954,Slight or No change,2882.135714285713,4.065863993639637,8.131727987279273,2886.201578279353,2878.0698502920736
425,425,HEROMOTOCO,EQ,2019-01-29,2598.6,2601.05,2656.85,2574.3,2623.0,2633.3,2622.59,666747,1748602479.3,56723,344620,51.69,ok,1,2019,1.3353344108366194,Positive,2813.303571428571,24.53660530754472,49.07321061508944,2837.8401767361156,2788.7669661210266
427,427,HEROMOTOCO,EQ,2019-01-31,2611.0,2612.1,2634.7,2561.0,2624.0,2613.95,2598.94,1901346,4941492498.25,108392,919600,48.37,ok,1,2019,0.11298353121409475,Slight or No change,2770.889285714285,2.0859650088795854,4.171930017759171,2772.9752507231647,2768.8033207054054
428,428,HEROMOTOCO,EQ,2019-02-01,2613.95,2629.45,2839.35,2625.0,2811.0,2807.25,2751.7,3296513,9071019525.8,190938,882623,26.77,ok,2,2019,7.394938694313202,Bull run,2766.6214285714277,136.68374080342073,273.36748160684147,2903.3051693748484,2629.937687768007
430,430,HEROMOTOCO,EQ,2019-02-05,2780.15,2804.0,2873.35,2800.0,2862.0,2854.55,2834.87,767865,2176794010.6,42111,127187,16.56,ok,2,2019,2.676114598133194,Positive,2755.4714285714285,52.60874452042092,105.21748904084184,2808.0801730918492,2702.862684051008
431,431,HEROMOTOCO,EQ,2019-02-06,2854.55,2870.0,2892.0,2850.0,2875.0,2880.05,2872.26,445829,1280538264.45,30014,89687,20.12,ok,2,2019,0.8933106794415835,Slight positive,2753.789285714286,18.03122292064589,36.06244584129178,2771.820508634932,2735.75806279364
432,432,HEROMOTOCO,EQ,2019-02-07,2880.05,2885.0,2949.15,2885.0,2933.0,2939.05,2927.6,546196,1599044183.2,31709,88766,16.25,ok,2,2019,2.0485755455634362,Positive,2756.6678571428574,41.71930009016519,83.43860018033038,2798.3871572330227,2714.948557052692
433,433,HEROMOTOCO,EQ,2019-02-08,2939.05,2915.0,2960.0,2912.65,2942.0,2938.85,2939.48,544587,1600801981.95,40322,240925,44.24,ok,2,2019,-0.00680491995713739,Slight or No change,2766.996428571429,0.1414214013602382,0.2828428027204764,2767.1378499727894,2766.855007170069
437,437,HEROMOTOCO,EQ,2019-02-14,2751.45,2755.2,2891.65,2725.1,2785.4,2776.2,2807.77,661406,1857078884.25,43845,137791,20.83,ok,2,2019,0.8995257046284788,Slight positive,2776.642857142858,17.500892834818753,35.001785669637506,2794.1437499776766,2759.141964308039
439,439,HEROMOTOCO,EQ,2019-02-18,2696.45,2690.0,2704.9,2660.45,2684.0,2683.55,2683.54,433854,1164265942.55,28765,191734,44.19,ok,2,2019,-0.4784067941181802,Slight or No change,2787.221428571429,9.121677478251083,18.243354956502166,2796.34310604968,2778.099751093178
441,441,HEROMOTOCO,EQ,2019-02-20,2636.85,2646.05,2661.75,2606.6,2629.0,2623.75,2621.58,605830,1588229914.0,41583,247294,40.82,ok,2,2019,-0.49680489978573,Slight or No change,2789.767857142858,9.263098834530568,18.526197669061137,2799.030955977388,2780.5047583083274
442,442,HEROMOTOCO,EQ,2019-02-21,2623.75,2632.0,2657.0,2581.5,2653.45,2641.25,2620.5,736959,1931200028.85,52786,236194,32.05,ok,2,2019,0.6669842782277335,Slight positive,2777.9107142857147,12.374368671501742,24.748737343003484,2790.285082957216,2765.536345614213
443,443,HEROMOTOCO,EQ,2019-02-22,2641.25,2652.9,2697.9,2620.0,2678.45,2679.85,2674.59,720407,1926791323.2,37680,229602,31.87,ok,2,2019,1.4614292475153778,Positive,2770.746428571429,27.29432175412576,54.58864350825152,2798.0407503255547,2743.4521068173035
444,444,HEROMOTOCO,EQ,2019-02-25,2679.85,2690.0,2723.6,2690.0,2715.0,2712.5,2709.75,443819,1202637129.9,34644,147959,33.34,ok,2,2019,1.2183517734201563,Positive,2760.6,23.08703640611044,46.17407281222088,2783.6870364061106,2737.5129635938893
446,446,HEROMOTOCO,EQ,2019-02-27,2689.05,2695.0,2743.0,2661.0,2672.7,2678.55,2703.32,581837,1572890409.25,35683,169560,29.14,ok,2,2019,-0.3904724716907504,Slight or No change,2728.35,7.424621203625599,14.849242407251198,2735.7746212036254,2720.9253787963744
448,448,HEROMOTOCO,EQ,2019-03-01,2628.1,2649.9,2690.6,2640.05,2682.0,2675.6,2671.96,918224,2453459024.15,48034,463399,50.47,ok,3,2019,1.8073893687454712,Positive,2690.907142857143,33.5875721066287,67.1751442132574,2724.4947149637715,2657.3195707505142
449,449,HEROMOTOCO,EQ,2019-03-05,2675.6,2669.95,2822.0,2652.05,2794.0,2795.65,2751.7,1107587,3047742716.5,75722,332085,29.98,ok,3,2019,4.486844072357599,Among top gainers,2690.628571428571,84.88816908154075,169.7763381630815,2775.5167405101115,2605.7404023470303
452,452,HEROMOTOCO,EQ,2019-03-08,2730.1,2731.0,2758.45,2699.95,2747.2,2740.35,2720.51,674840,1835906041.05,33701,309538,45.87,ok,3,2019,0.37544412292589424,Slight or No change,2691.5,7.24784450828026,14.49568901656052,2698.74784450828,2684.25215549172
453,453,HEROMOTOCO,EQ,2019-03-11,2740.35,2745.0,2828.4,2745.0,2809.5,2814.75,2806.52,857601,2406870741.6,50022,243298,28.37,ok,3,2019,2.714981662926274,Positive,2700.871428571428,52.60874452042501,105.21748904085003,2753.480173091853,2648.2626840510034
454,454,HEROMOTOCO,EQ,2019-03-12,2814.75,2840.0,2849.4,2790.1,2802.85,2808.45,2810.08,840207,2361045415.95,54787,317164,37.75,ok,3,2019,-0.2238209432454119,Slight or No change,2713.128571428571,4.454772723126131,8.909545446252261,2717.583344151697,2708.673798705445
455,455,HEROMOTOCO,EQ,2019-03-13,2808.45,2814.0,2828.0,2790.6,2810.0,2803.65,2810.97,380361,1069184130.75,40228,123867,32.57,ok,3,2019,-0.1709127810713973,Slight or No change,2725.9785714285713,3.394112551878579,6.788225103757158,2729.37268398045,2722.5844588766927
460,460,HEROMOTOCO,EQ,2019-03-20,2614.05,2614.05,2645.0,2593.05,2608.0,2609.15,2617.96,877100,2296212736.75,54589,313680,35.76,ok,3,2019,-0.18744859509191025,Slight or No change,2724.482142857142,3.464823230507712,6.929646461015424,2727.94696608765,2721.0173196266346
