,Day_perc_JA,Day_perc_ID,Day_perc_F,Day_perc_J,Day_perc_RC
0,0.0,0.0,0.0,0.0,0.0
1,1.2606635071090055,0.8634222919937207,1.2911084043848886,3.269381362568513,0.31250000000000444
2,-0.9828699803426044,-1.4007782101167265,-0.962000962000964,-2.1421800947867164,-0.4672897196261738
3,-1.172244280582324,-2.920284135753748,-4.3953375424963586,-7.21619527314995,-2.8169014084507005
4,-0.4400229577195436,-0.5691056910569148,3.4036068072136327,-1.9626265789748354,-1.6103059581320411
5,-8.599154496541118,-1.5535568274734235,-4.298698108572829,1.3204131615376369,-2.454991816693941
6,-0.5886681383370007,-3.2392026578073163,0.8983572895277181,2.0704151339989485,-6.040268456375841
7,-1.7024426350851218,-2.3175965665236054,-1.1193080641058395,-0.7619439868204347,-7.500000000000007
8,0.8928571428571397,1.2302284710017597,4.2191921790584175,-0.7989209379539286,0.19305019305020377
9,3.081351956498568,2.864583333333326,0.09874105159219937,0.6484677335006683,-0.770712909441229
10,-1.8204385601985895,-1.518987341772149,-3.27990135635019,3.1487062246700726,-20.38834951456311
11,-3.150021070375064,1.371036846615259,1.0453850076491689,-0.18134193028410683,-2.4390243902439046
12,3.970412270205581,-0.16906170752324368,-1.514004542013625,-1.1909568025837647,-0.5000000000000115
13,1.3810420590081751,0.16934801016088574,1.639764283884193,-0.7354443309499525,4.271356783919611
14,0.07223942208463008,0.4226542688081203,-2.722460297453999,0.6071208067503608,-0.48192771084337727
15,2.536867072290394,-0.6734006734006703,1.0106245141228376,2.055845351334762,0.7263922518159882
16,0.010057326762558105,-0.5084745762711784,-1.975371985633656,-1.743836440168367,-3.125000000000011
17,2.3934030571198806,0.0,1.5702695629416397,-0.6017951856385095,-3.9702233250620167
18,2.1017481830681417,-1.7887563884156799,-0.5668642102551025,-0.8517188301693124,-3.100775193798455
19,1.5679107348980592,0.0,0.3109613889608731,-0.5588904988615306,-1.866666666666672
20,1.2974713514537273,-2.1682567215958404,-1.0849909584086936,-1.3738551207327143,-0.27173913043476716
21,-0.8414360508601337,0.17730496453900457,-1.044659179942542,-0.35880118193329924,-1.6348773841961872
22,0.4808598906279604,0.0,-1.2932172077065096,2.1605592035585763,1.3850415512465464
23,0.27212161020924164,0.1769911504424737,5.695187165775395,-0.8500933029234936,4.098360655737698
24,1.1884708965000934,0.7950530035335523,-3.6175056918795856,3.920953575909669,0.0
25,0.8045870711181013,0.0,-0.20997375328084544,-0.3420867290471863,0.2624671916010568
26,0.7981651376146814,1.5775635407537347,4.366123093108887,-2.1908127208480566,-0.2617801047120505
27,2.967142987166649,-0.9490940465918918,-1.7641129032258118,2.1573080099091646,3.4120734908136496
28,0.49500574560241706,0.5226480836237002,1.5392508978963493,-1.202384560978087,2.0304568527918843
29,-1.7415779751957183,-2.5996533795493937,-12.834765032844874,0.14317856412355834,5.472636815920384
30,-1.1189687583922692,-2.2241992882562234,-4.202898550724643,0.7557189542483744,2.358490566037741
31,3.0870903494477853,1.182893539581431,1.0590015128593144,-1.8852625177376847,-3.9170506912442282
32,0.008781944322455715,-0.8093525179856176,1.1976047904191711,-0.21694214876033513,5.515587529976007
33,-0.9395855286266297,0.18132366273799772,-2.721893491124261,0.40376850605652326,-2.2727272727272707
34,3.3419023136246784,-1.900452488687776,-1.4598540145985384,-1.1136316766343524,1.6279069767441978
35,-0.9264024704065843,1.291512915129145,0.7716049382715973,-0.7090719499478593,-4.118993135011451
36,0.7878787878787818,10.10928961748634,-4.471669218989282,-0.3150598613736566,4.057279236276856
37,1.7008848037110447,0.3308519437551727,3.3344020519397333,-0.010535187526339307,2.9816513761467878
38,-0.21116648365571145,-1.154163231657046,0.7446478436239357,-0.9061215888736762,1.5590200445434466
39,2.5816827492805228,-5.754795663052548,-2.1558361564521067,0.12759170653908747,6.798245614035081
40,-0.14027560029705732,-0.8849557522123908,2.3292414227258584,-1.338005734310288,-0.6160164271047264
41,0.7602049248058185,2.321428571428563,-0.9535527529990873,1.2485200731891188,0.4132231404958775
42,0.8282762014105272,-1.3961605584642212,1.1801242236024967,-0.1381949611991118,-1.440329218107006
43,0.3741358275721751,-0.6194690265486802,0.7366482504604033,-1.756440281030447,1.4613778705636848
44,-0.9156470302244535,-0.08904719501334757,-0.7007921998781308,1.441109545996322,0.2057613168724215
45,-0.9895322211318169,2.1390374331550666,-8.929119361767402,-0.4486220892971682,-2.6694045174538106
46,0.7185925497646073,3.664921465968596,1.3477088948786964,1.0193133047210257,4.430379746835444
47,-2.919468591110397,-0.5050505050504972,0.19946808510638014,-1.0621348911311723,-1.21212121212122
48,0.8869741510390217,-1.3536379018612599,4.180491041804912,-0.032206119162636604,-0.8179959100204415
49,0.2344469563761109,1.1149228130360234,4.171974522293009,0.18256013745703292,2.0618556701030855
50,-1.862835185030487,-0.5089058524173073,2.1400183430143604,0.23582377532427312,3.232323232323231
51,-0.42560435818862485,-0.5115089514066473,0.9577970667464797,-1.7645171639396828,0.5870841487279899
52,-1.940502650025644,-1.285347043701801,-1.423065520308331,0.0,0.0
53,3.9578066428384684,3.385416666666652,-1.5639097744360897,-3.4835619420857777,2.9182879377431803
54,0.07547169811321641,-1.3434089000839533,-2.7803238619004023,3.237085495150005,-0.7561436672967825
55,-0.20110608345903502,-0.08510638297871687,-2.2313010685103607,-0.5899705014749235,-1.7142857142857126
56,-0.6968933669185495,-0.8517887563884163,-0.06428801028609543,0.04396087482141375,-3.100775193798455
57,-0.5411346918068882,-2.1477663230240585,-1.3830813766484207,-0.2197077886411103,-7.599999999999996
58,3.613023888463829,1.0535557506584636,6.523157208088715,-1.0128812066497739,0.8658008658008587
59,4.020347883163766,1.7376194613379692,1.867728107777089,-0.7674341007674279,2.5751072961373245
60,-0.5836882789083342,-2.818104184457726,-1.3225127742711118,-1.300156915489803,-4.184100418410042
61,-2.61821643922564,-0.8787346221441172,-2.65001522997258,-2.4642289348171698,-3.056768558951961
62,-8.701319863125324,-3.1028368794326244,-0.7509386733416834,-2.759343346140408,-4.504504504504503
63,-0.5354274495805833,-1.9213174748398898,-4.25598991172762,0.16762452107279557,-2.1226415094339535
64,1.3278306118787109,2.0522388059701413,0.06585446163978048,0.6932823332536309,16.14457831325302
65,3.9578537276429904,3.7477148080438782,-1.2833168805528095,-0.6291547958214516,-3.112033195020747
66,0.7069244527723617,-0.528634361233471,0.7000000000000117,0.023892008123271857,-0.6423982869379063
67,-1.852165087956703,-1.0628875110717528,0.2648129758358042,-0.4299534217126366,4.094827586206895
68,-3.5157259801809504,-2.7752909579230156,-4.159788709144918,-0.8516252848746575,-3.105590062111796
69,-0.5537197463606369,-0.8287292817679481,-0.998966586290051,-0.20566174691507566,-2.1367521367521403
70,3.1701841041760215,1.8570102135561761,-1.496172581767552,1.0667959752697298,0.6550218340611424
71,-0.026114206128124984,-0.45578851412944044,7.806428823737188,-1.2354563991843648,-0.6507592190889477
